,player_id,name,current_club_id,current_club_name,country_of_citizenship,country_of_birth,city_of_birth,date_of_birth,position,sub_position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,agent_name,contract_expiration_date,current_club_domestic_competition_id,first_name,last_name,player_code,image_url,last_season,url
11268,129835,Omri Ben Harush,498,Ksc Lokeren,Israel,Israel,Netanya  ,1990-03-07,Defender,Left-Back,Left,185,150000.0,800000.0,,,BE1,Omri,Ben Harush,omri-ben-harush,https://img.a.transfermarkt.technology/portrait/header/129835-1568104861.jpg?lm=1,2018,https://www.transfermarkt.co.uk/omri-ben-harush/profil/spieler/129835
11269,339727,Jakov Filipovic,498,Ksc Lokeren,Croatia,Bosnia-Herzegovina,Pećnik  ,1992-10-17,Defender,Centre-Back,Right,191,1200000.0,1800000.0,,2025-06-30,BE1,Jakov,Filipovic,jakov-filipovic,https://img.a.transfermarkt.technology/portrait/header/339727-1648646770.jpeg?lm=1,2018,https://www.transfermarkt.co.uk/jakov-filipovic/profil/spieler/339727
11270,535741,Robin Mantel,498,Ksc Lokeren,Belgium,Belgium,Brasschaat  ,2000-11-15,Goalkeeper,,Right,198,75000.0,150000.0,MARTIN RIHA,2023-06-30,BE1,Robin,Mantel,robin-mantel,https://img.a.transfermarkt.technology/portrait/header/535741-1532353640.jpg?lm=1,2018,https://www.transfermarkt.co.uk/robin-mantel/profil/spieler/535741
11272,12974,Killian Overmeire,498,Ksc Lokeren,Belgium,Belgium,Gent  ,1985-12-06,Midfield,Defensive Midfield,Right,188,,2000000.0,PROFI-MANAGEMENT,,BE1,Killian,Overmeire,killian-overmeire,https://img.a.transfermarkt.technology/portrait/header/12974-1487773342.jpg?lm=1,2018,https://www.transfermarkt.co.uk/killian-overmeire/profil/spieler/12974
11293,60838,Marko Miric,498,Ksc Lokeren,Serbia,Jugoslawien (SFR),Kragujevac  ,1987-03-26,Attack,Right Winger,Right,193,100000.0,1000000.0,NSTM,2024-06-30,BE1,Marko,Miric,marko-miric,https://img.a.transfermarkt.technology/portrait/header/60838-1476110380.jpg?lm=1,2018,https://www.transfermarkt.co.uk/marko-miric/profil/spieler/60838
11326,674318,Anas Aalillou,28643,Waasland Beveren,Belgium,,,2003-01-10,Attack,Attacking Midfield,Left,178,,,EG11,,BE1,Anas,Aalillou,anas-aalillou,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2018,https://www.transfermarkt.co.uk/anas-aalillou/profil/spieler/674318
11327,201696,Floriano Vanzo,28643,Waasland Beveren,Belgium,Belgium,La Louvière  ,1994-04-28,Attack,Attacking Midfield,Right,180,,650000.0,Invicti Group ,2023-06-30,BE1,Floriano,Vanzo,floriano-vanzo,https://img.a.transfermarkt.technology/portrait/header/201696-1484041516.jpg?lm=1,2018,https://www.transfermarkt.co.uk/floriano-vanzo/profil/spieler/201696
11328,240252,Karlo Lulic,28643,Waasland Beveren,Croatia,Croatia,Nova Gradiška  ,1996-05-10,Midfield,Central Midfield,Right,187,800000.0,1000000.0,BOLA MANAGEMENT,2024-06-30,BE1,Karlo,Lulic,karlo-lulic,https://img.a.transfermarkt.technology/portrait/header/240252-1632541091.jpg?lm=1,2018,https://www.transfermarkt.co.uk/karlo-lulic/profil/spieler/240252
11329,331984,Lamine Ndao,28643,Waasland Beveren,Senegal,Senegal,Dakar  ,1994-12-19,Attack,Left Winger,Right,178,300000.0,400000.0,,,BE1,Lamine,Ndao,lamine-ndao,https://img.a.transfermarkt.technology/portrait/header/331984-1656011378.jpg?lm=1,2018,https://www.transfermarkt.co.uk/lamine-ndao/profil/spieler/331984
11330,107377,Franko Andrijasevic,28643,Waasland Beveren,Croatia,Jugoslawien (SFR),Split  ,1991-06-22,Attack,Attacking Midfield,Right,189,1100000.0,4000000.0,Niagara Sports Company,,BE1,Franko,Andrijasevic,franko-andrijasevic,https://img.a.transfermarkt.technology/portrait/header/107377-1489422144.jpg?lm=1,2018,https://www.transfermarkt.co.uk/franko-andrijasevic/profil/spieler/107377
11331,173802,Oscar Threlkeld,28643,Waasland Beveren,England,England,Bolton  ,1994-02-15,Defender,Right-Back,Right,184,200000.0,250000.0,MISM,2023-06-30,BE1,Oscar,Threlkeld,oscar-threlkeld,https://img.a.transfermarkt.technology/portrait/header/173802-1532355565.jpg?lm=1,2018,https://www.transfermarkt.co.uk/oscar-threlkeld/profil/spieler/173802
11332,250590,Senne Van Dooren,28643,Waasland Beveren,Belgium,,,1997-05-16,Defender,Centre-Back,Right,182,,200000.0,Oneteam-Onedream,2025-06-30,BE1,Senne,Van Dooren,senne-van-dooren,https://img.a.transfermarkt.technology/portrait/header/250590-1470826550.png?lm=1,2018,https://www.transfermarkt.co.uk/senne-van-dooren/profil/spieler/250590
11333,353148,Anthony Swolfs,28643,Waasland Beveren,Belgium,Belgium,Malle  ,1997-11-25,Goalkeeper,,Right,194,250000.0,300000.0,,2023-06-30,BE1,Anthony,Swolfs,anthony-swolfs,https://img.a.transfermarkt.technology/portrait/header/353148-1484750608.jpg?lm=1,2018,https://www.transfermarkt.co.uk/anthony-swolfs/profil/spieler/353148
11334,215652,Rafidine Abdullah,28643,Waasland Beveren,Comoros,France,Marseille  ,1994-01-15,Midfield,Defensive Midfield,Right,179,250000.0,1500000.0,,,BE1,Rafidine,Abdullah,rafidine-abdullah,https://img.a.transfermarkt.technology/portrait/header/215652-1449572788.jpg?lm=1,2018,https://www.transfermarkt.co.uk/rafidine-abdullah/profil/spieler/215652
13133,406281,Moussa Diallo,1245,Kas Eupen,Belgium,Senegal,Pikine  ,1990-11-20,Attack,Centre-Forward,Right,183,,200000.0,,2023-06-30,BE1,Moussa,Diallo,moussa-diallo,https://img.a.transfermarkt.technology/portrait/header/406281-1503067737.jpg?lm=1,2018,https://www.transfermarkt.co.uk/moussa-diallo/profil/spieler/406281
13134,395522,Samuel Essende,1245,Kas Eupen,France,France,Montfermeil  ,1998-01-23,Attack,Centre-Forward,Right,192,800000.0,800000.0,Mickael Libong,2025-06-30,BE1,Samuel,Essende,samuel-essende,https://img.a.transfermarkt.technology/portrait/header/395522-1592234530.png?lm=1,2018,https://www.transfermarkt.co.uk/samuel-essende/profil/spieler/395522
13135,124198,Yvan Yagan,1245,Kas Eupen,Armenia,Belgium,Brussel  ,1989-10-11,Attack,Right Winger,Right,175,,600000.0,,2023-06-30,BE1,,Yvan Yagan,yvan-yagan,https://img.a.transfermarkt.technology/portrait/header/124198-1487694800.jpg?lm=1,2018,https://www.transfermarkt.co.uk/yvan-yagan/profil/spieler/124198
13136,69110,Youssef Msakni,1245,Kas Eupen,Tunisia,Tunisia,Tunis  ,1990-10-28,Attack,Left Winger,Right,179,1200000.0,4500000.0,Malek Lamloum,2023-06-30,BE1,Youssef,Msakni,youssef-msakni,https://img.a.transfermarkt.technology/portrait/header/69110-1668422982.jpg?lm=1,2018,https://www.transfermarkt.co.uk/youssef-msakni/profil/spieler/69110
13137,638920,Miguel Musset Quintais,1245,Kas Eupen,DR Congo,DR Congo,Kinshasa  ,1998-12-12,Attack,Attacking Midfield,Right,176,,75000.0,,2023-06-30,BE1,Miguel,Musset Quintais,miguel-musset-quintais,https://img.a.transfermarkt.technology/portrait/header/638920-1566538576.jpeg?lm=1,2018,https://www.transfermarkt.co.uk/miguel-musset-quintais/profil/spieler/638920
13138,56811,David Pollet,1245,Kas Eupen,Belgium,France,La Bassée  ,1988-08-12,Attack,Centre-Forward,Left,191,150000.0,2000000.0,Creative & Management Group,2023-06-30,BE1,David,Pollet,david-pollet,https://img.a.transfermarkt.technology/portrait/header/56811-1669140981.png?lm=1,2018,https://www.transfermarkt.co.uk/david-pollet/profil/spieler/56811
13141,189940,Florian Raspentino,1245,Kas Eupen,France,France,Marignane  ,1989-06-06,Attack,Centre-Forward,Right,179,,1500000.0,Just 4 player Group,,BE1,Florian,Raspentino,florian-raspentino,https://img.a.transfermarkt.technology/portrait/header/189940-1600716754.jpg?lm=1,2018,https://www.transfermarkt.co.uk/florian-raspentino/profil/spieler/189940
13142,36293,Serge Gakpé,520,Cercle Brugge,Togo,France,Bondy  ,1987-05-07,Attack,Right Winger,Right,176,300000.0,4000000.0,BESTWAY SOCCER LIMITED,,BE1,Serge,Gakpé,serge-gakpe,https://img.a.transfermarkt.technology/portrait/header/36293-1448531660.jpg?lm=1,2018,https://www.transfermarkt.co.uk/serge-gakpe/profil/spieler/36293
13143,318529,Guevin Tormin,520,Cercle Brugge,France,France,Asnières-sur-Seine  ,1997-10-28,Attack,Right Winger,Both,174,150000.0,1000000.0,,,BE1,Guevin,Tormin,guevin-tormin,https://img.a.transfermarkt.technology/portrait/header/318529-1620902720.jpg?lm=1,2018,https://www.transfermarkt.co.uk/guevin-tormin/profil/spieler/318529
13146,344607,Nabil Alioui,520,Cercle Brugge,France,France,Toulon  ,1999-02-18,Attack,Left Winger,Right,175,1200000.0,1200000.0,P.P.M.,2024-06-30,BE1,Nabil,Alioui,nabil-alioui,https://img.a.transfermarkt.technology/portrait/header/344607-1533200616.jpg?lm=1,2018,https://www.transfermarkt.co.uk/nabil-alioui/profil/spieler/344607
13167,361033,Anderson López,520,Cercle Brugge,Netherlands,Netherlands,Renkum  ,1999-01-25,Attack,Right Winger,Right,175,,50000.0,,,BE1,Anderson,López,anderson-lopez,https://img.a.transfermarkt.technology/portrait/header/361033-1532350914.jpg?lm=1,2018,https://www.transfermarkt.co.uk/anderson-lopez/profil/spieler/361033
13169,342223,Kévin Appin,520,Cercle Brugge,Martinique,France,Marseille  ,1998-01-20,Midfield,Central Midfield,Right,176,600000.0,600000.0,YOU FIRST,2023-06-30,BE1,Kévin,Appin,kevin-appin,https://img.a.transfermarkt.technology/portrait/header/342223-1532351999.jpg?lm=1,2018,https://www.transfermarkt.co.uk/kevin-appin/profil/spieler/342223
13170,111018,Isaac Koné,520,Cercle Brugge,Cote d'Ivoire,France,Paris  ,1991-01-03,Midfield,Defensive Midfield,Both,181,,750000.0,Oberta,,BE1,Isaac,Koné,isaac-kone,https://img.a.transfermarkt.technology/portrait/header/s_111018_162_2010_1.jpg?lm=1,2018,https://www.transfermarkt.co.uk/isaac-kone/profil/spieler/111018
13171,165400,Lloyd Palun,520,Cercle Brugge,Gabon,France,Arles  ,1988-11-28,Defender,Right-Back,Right,184,300000.0,1000000.0,SAS ASSIST & GOAL,2023-06-30,BE1,Lloyd,Palun,lloyd-palun,https://img.a.transfermarkt.technology/portrait/header/s_165400_5704_2012_1.jpg?lm=1,2018,https://www.transfermarkt.co.uk/lloyd-palun/profil/spieler/165400
13172,272920,Abud Omar,520,Cercle Brugge,Kenya,Kenya,Mombasa  ,1992-09-09,Defender,Left-Back,Left,175,250000.0,500000.0,Oberta,,BE1,Abud,Omar,abud-omar,https://img.a.transfermarkt.technology/portrait/header/272920-1532351769.jpg?lm=1,2018,https://www.transfermarkt.co.uk/abud-omar/profil/spieler/272920
13173,30546,Benjamin Delacourt,520,Cercle Brugge,France,France,Croix  ,1985-03-10,Defender,Centre-Back,Right,177,,500000.0,Agence 442,,BE1,Benjamin,Delacourt,benjamin-delacourt,https://img.a.transfermarkt.technology/portrait/header/30546-1515418007.jpg?lm=1,2018,https://www.transfermarkt.co.uk/benjamin-delacourt/profil/spieler/30546
13175,72286,Héctor Rodas,520,Cercle Brugge,Spain,Spain,Valencia  ,1988-03-07,Defender,Centre-Back,Right,191,200000.0,1000000.0,Wasserman,2023-06-30,BE1,Héctor,Rodas,hector-rodas,https://img.a.transfermarkt.technology/portrait/header/s_72286_3368_2013_10_17_1.jpg?lm=1,2018,https://www.transfermarkt.co.uk/hector-rodas/profil/spieler/72286
13176,18019,Brian Vandenbussche,520,Cercle Brugge,Belgium,Belgium,Blankenberge  ,1981-09-24,Goalkeeper,,Left,196,,1750000.0,,,BE1,Brian,Vandenbussche,brian-vandenbussche,https://img.a.transfermarkt.technology/portrait/header/s_18019_306_2012_1.jpg?lm=1,2018,https://www.transfermarkt.co.uk/brian-vandenbussche/profil/spieler/18019
13179,34913,Benjamin Lambot,520,Cercle Brugge,Belgium,Belgium,Etterbeek  ,1987-05-02,Defender,Centre-Back,Right,190,,650000.0,FGS,2024-06-30,BE1,Benjamin,Lambot,benjamin-lambot,https://img.a.transfermarkt.technology/portrait/header/34913-1487695026.jpg?lm=1,2018,https://www.transfermarkt.co.uk/benjamin-lambot/profil/spieler/34913
13182,146099,Remi Mulumba,1245,Kas Eupen,DR Congo,France,Abbeville  ,1992-11-02,Midfield,Defensive Midfield,Right,178,400000.0,1000000.0,FS Management,2023-06-30,BE1,Remi,Mulumba,remi-mulumba,https://img.a.transfermarkt.technology/portrait/header/146099-1661353870.png?lm=1,2018,https://www.transfermarkt.co.uk/remi-mulumba/profil/spieler/146099
13183,511169,Carlos Martínez,1245,Kas Eupen,Costa Rica,Costa Rica,San José  ,1999-03-30,Defender,Right-Back,Right,175,275000.0,275000.0,Futbol Consultants S.R.L,2025-06-30,BE1,Carlos,Martínez,carlos-martinez,https://img.a.transfermarkt.technology/portrait/header/511169-1669971131.jpg?lm=1,2018,https://www.transfermarkt.co.uk/carlos-martinez/profil/spieler/511169
13184,51178,Julian Schauerte,1245,Kas Eupen,Germany,Germany,Lennestadt  ,1988-04-02,Defender,Right-Back,Right,177,100000.0,1000000.0,Lokurlu ,2024-06-30,BE1,Julian,Schauerte,julian-schauerte,https://img.a.transfermarkt.technology/portrait/header/51178-1499432671.jpg?lm=1,2018,https://www.transfermarkt.co.uk/julian-schauerte/profil/spieler/51178
13185,561027,Yousef Aymen,1245,Kas Eupen,Qatar,,,1999-03-21,Defender,Centre-Back,Right,189,200000.0,200000.0,,,BE1,Yousef,Aymen,yousef-aymen,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2018,https://www.transfermarkt.co.uk/yousef-aymen/profil/spieler/561027
13186,49804,Jordan Lotiès,1245,Kas Eupen,France,France,Clermont-Ferrand  ,1984-08-05,Defender,Centre-Back,Right,190,,3000000.0,,,BE1,Jordan,Lotiès,jordan-loties,https://img.a.transfermarkt.technology/portrait/header/49804-1600527890.jpg?lm=1,2018,https://www.transfermarkt.co.uk/jordan-loties/profil/spieler/49804
13187,228658,Diawandou Diagne,1245,Kas Eupen,Senegal,Senegal,Thiès  ,1994-07-28,Midfield,Defensive Midfield,Right,175,100000.0,800000.0,SportsGA,,BE1,Diawandou,Diagne,diawandou-diagne,https://img.a.transfermarkt.technology/portrait/header/228658-1476369205.jpg?lm=1,2018,https://www.transfermarkt.co.uk/diawandou-diagne/profil/spieler/228658
13188,132563,Morteza Pouraliganji,1245,Kas Eupen,Iran,Iran,"Babol, Mazandaran  ",1992-04-19,Defender,Centre-Back,Right,185,700000.0,1500000.0,AFFG,2024-06-30,BE1,Morteza,Pouraliganji,morteza-pouraliganji,https://img.a.transfermarkt.technology/portrait/header/132563-1669279823.jpg?lm=1,2018,https://www.transfermarkt.co.uk/morteza-pouraliganji/profil/spieler/132563
13189,330289,Cheick Keita,1245,Kas Eupen,Mali,France,Paris  ,1996-04-16,Defender,Left-Back,Left,180,250000.0,1250000.0,BTFM,2023-05-31,BE1,Cheick,Keita,cheick-keita,https://img.a.transfermarkt.technology/portrait/header/330289-1505210251.jpg?lm=1,2018,https://www.transfermarkt.co.uk/cheick-keita/profil/spieler/330289
13190,8006,Luis García,1245,Kas Eupen,Spain,Spain,Oviedo  ,1981-02-06,Midfield,Central Midfield,Right,178,,15000000.0,"Puyol, De la Peña & Sostres",,BE1,Luis,García,luis-garcia,https://img.a.transfermarkt.technology/portrait/header/8006-1487773771.jpg?lm=1,2018,https://www.transfermarkt.co.uk/luis-garcia/profil/spieler/8006
13192,342887,Ibrahim Diallo,1245,Kas Eupen,Mali,Mali,Sikasso  ,1996-08-12,Defender,Centre-Back,Right,176,,650000.0,JM10 SPORT,,BE1,Ibrahim,Diallo,ibrahim-diallo,https://img.a.transfermarkt.technology/portrait/header/342887-1447246707.jpg?lm=1,2018,https://www.transfermarkt.co.uk/ibrahim-diallo/profil/spieler/342887
13208,42393,Tom De Sutter,2861,Kv Oostende,Belgium,Belgium,Gent  ,1985-07-03,Attack,Centre-Forward,Right,192,,4500000.0,,,BE1,Tom,De Sutter,tom-de-sutter,https://img.a.transfermarkt.technology/portrait/header/42393-1443599530.jpg?lm=1,2018,https://www.transfermarkt.co.uk/tom-de-sutter/profil/spieler/42393
13212,45161,Mbaye Leye,29228,Royal Excel Mouscron,Senegal,Senegal,Birkelane  ,1982-12-01,Attack,Centre-Forward,Right,183,,2200000.0,,,BE1,Mbaye,Leye,mbaye-leye,https://img.a.transfermarkt.technology/portrait/header/45161-1479823657.jpg?lm=1,2018,https://www.transfermarkt.co.uk/mbaye-leye/profil/spieler/45161
13213,191902,Mario Jelavic,29228,Royal Excel Mouscron,Croatia,Croatia,Split  ,1993-08-20,Attack,Centre-Forward,Left,189,50000.0,250000.0,,,BE1,Mario,Jelavic,mario-jelavic,https://img.a.transfermarkt.technology/portrait/header/191902-1633506075.jpg?lm=1,2018,https://www.transfermarkt.co.uk/mario-jelavic/profil/spieler/191902
13214,377451,Clément Petit,29228,Royal Excel Mouscron,Belgium,Belgium,Tournai  ,1998-01-11,Attack,Centre-Forward,Left,188,,150000.0,,,BE1,Clément,Petit,clement-petit,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2018,https://www.transfermarkt.co.uk/clement-petit/profil/spieler/377451
13215,207827,Yanis Mbombo,29228,Royal Excel Mouscron,Belgium,Belgium,Brussel  ,1994-04-08,Attack,Centre-Forward,Right,180,100000.0,400000.0,N10,2023-06-30,BE1,Yanis,Mbombo,yanis-mbombo,https://img.a.transfermarkt.technology/portrait/header/207827-1500563742.jpg?lm=1,2018,https://www.transfermarkt.co.uk/yanis-mbombo/profil/spieler/207827
13216,560642,Laurent Mendy,1096,Royal Antwerpen Fc,Senegal,,,1998-12-18,Attack,Centre-Forward,,184,25000.0,150000.0,Sidi Traore,,BE1,Laurent,Mendy,laurent-mendy,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2018,https://www.transfermarkt.co.uk/laurent-mendy/profil/spieler/560642
13217,45347,William Owusu,1096,Royal Antwerpen Fc,Ghana,Ghana,Accra  ,1989-09-13,Attack,Centre-Forward,Right,186,400000.0,1500000.0,,,BE1,William,Owusu,william-owusu,https://img.a.transfermarkt.technology/portrait/header/45347-1486462853.jpg?lm=1,2018,https://www.transfermarkt.co.uk/william-owusu/profil/spieler/45347
13218,363779,Zout,1096,Royal Antwerpen Fc,Madagascar,France,Nizza  ,1994-04-22,Attack,Attacking Midfield,,178,200000.0,200000.0,Divinelinks Sports Group,2023-06-30,BE1,,Zout,zout,https://img.a.transfermarkt.technology/portrait/header/363779-1503067575.jpg?lm=1,2018,https://www.transfermarkt.co.uk/zout/profil/spieler/363779
13219,431539,Gouné Niangadou,1096,Royal Antwerpen Fc,Mali,Mali,Bamako  ,1997-12-28,Attack,Attacking Midfield,Left,182,,300000.0,Grow Sport Management,2024-06-30,BE1,Gouné,Niangadou,goune-niangadou,https://img.a.transfermarkt.technology/portrait/header/431539-1534932431.jpg?lm=1,2018,https://www.transfermarkt.co.uk/goune-niangadou/profil/spieler/431539
13220,194433,Reda Jaadi,1096,Royal Antwerpen Fc,Morocco,Belgium,Brussel  ,1995-02-14,Midfield,Central Midfield,Left,183,450000.0,475000.0,Football Solution Business,2024-06-30,BE1,Reda,Jaadi,reda-jaadi,https://img.a.transfermarkt.technology/portrait/header/194433-1484751427.jpg?lm=1,2018,https://www.transfermarkt.co.uk/reda-jaadi/profil/spieler/194433
13221,601555,Gaël Kakudji,1096,Royal Antwerpen Fc,DR Congo,Belgium,Liège  ,1999-07-06,Defender,Centre-Back,Right,192,,50000.0,,2023-06-30,BE1,Gaël,Kakudji,gael-kakudji,https://img.a.transfermarkt.technology/portrait/header/601555-1596838585.jpg?lm=1,2018,https://www.transfermarkt.co.uk/gael-kakudji/profil/spieler/601555
13222,4323,Jelle Van Damme,1096,Royal Antwerpen Fc,Belgium,Belgium,Lokeren  ,1983-10-10,Defender,Centre-Back,Left,190,150000.0,4500000.0,,,BE1,Jelle,Van Damme,jelle-van-damme,https://img.a.transfermarkt.technology/portrait/header/4323-1587382665.jpg?lm=1,2018,https://www.transfermarkt.co.uk/jelle-van-damme/profil/spieler/4323
13224,304303,Luka Lukovic,29228,Royal Excel Mouscron,Serbia,Yugoslavia (Republic),Belgrad  ,1996-10-11,Attack,Centre-Forward,Right,189,400000.0,700000.0,,2024-06-30,BE1,Luka,Lukovic,luka-lukovic,https://img.a.transfermarkt.technology/portrait/header/304303-1606217245.jpg?lm=1,2018,https://www.transfermarkt.co.uk/luka-lukovic/profil/spieler/304303
13226,381360,Aliko Bala,3508,Sv Zulte Waregem,Nigeria,Nigeria,Jos  ,1997-02-27,Attack,Centre-Forward,Left,180,,350000.0,PPT Management,,BE1,Aliko,Bala,aliko-bala,https://img.a.transfermarkt.technology/portrait/header/381360-1500563015.jpg?lm=1,2018,https://www.transfermarkt.co.uk/aliko-bala/profil/spieler/381360
13227,275956,Nader Ghandri,1096,Royal Antwerpen Fc,Tunisia,France,Aubervilliers  ,1995-02-18,Defender,Centre-Back,Right,197,900000.0,900000.0,,2023-06-30,BE1,Nader,Ghandri,nader-ghandri,https://img.a.transfermarkt.technology/portrait/header/275956-1536678152.jpg?lm=1,2018,https://www.transfermarkt.co.uk/nader-ghandri/profil/spieler/275956
13229,428061,Riley McGree,2282,Fc Brugge,Australia,Australia,Gawler  ,1998-11-02,Midfield,Central Midfield,Left,178,2000000.0,2500000.0,Unique Sports Group,2025-06-30,BE1,Riley,McGree,riley-mcgree,https://img.a.transfermarkt.technology/portrait/header/428061-1642195656.jpg?lm=1,2018,https://www.transfermarkt.co.uk/riley-mcgree/profil/spieler/428061
13230,49985,Ivan Tomecak,2282,Fc Brugge,Croatia,Jugoslawien (SFR),Zagreb  ,1989-12-07,Defender,Right-Back,Right,175,250000.0,2500000.0,Promotionplay,2023-06-15,BE1,Ivan,Tomecak,ivan-tomecak,https://img.a.transfermarkt.technology/portrait/header/49985-1515489871.jpg?lm=1,2018,https://www.transfermarkt.co.uk/ivan-tomecak/profil/spieler/49985
13252,290761,Idrisa Sambú,29228,Royal Excel Mouscron,Portugal,Guinea-Bissau,Bissau  ,1998-03-27,Attack,Right Winger,Right,185,100000.0,400000.0,,2023-06-30,BE1,Idrisa,Sambú,idrisa-sambu,https://img.a.transfermarkt.technology/portrait/header/290761-1566480687.png?lm=1,2018,https://www.transfermarkt.co.uk/idrisa-sambu/profil/spieler/290761
13253,289573,Joel Kalonji-Kalonji,29228,Royal Excel Mouscron,Belgium,,,1998-01-04,Attack,Left Winger,Right,169,,25000.0,,2023-06-30,BE1,Joel,Kalonji-Kalonji,joel-kalonji-kalonji,https://img.a.transfermarkt.technology/portrait/header/289573-1571601839.jpg?lm=1,2018,https://www.transfermarkt.co.uk/joel-kalonji-kalonji/profil/spieler/289573
13255,473891,Delio Palmieri,29228,Royal Excel Mouscron,France,,,2000-08-28,Attack,Attacking Midfield,Right,177,,50000.0,ISM Ba,2023-06-30,BE1,Delio,Palmieri,delio-palmieri,https://img.a.transfermarkt.technology/portrait/header/473891-1563971146.jpg?lm=1,2018,https://www.transfermarkt.co.uk/delio-palmieri/profil/spieler/473891
13256,441128,Luca Napoleone,29228,Royal Excel Mouscron,Belgium,,,1993-09-30,Attack,Attacking Midfield,Right,181,50000.0,350000.0,B&E CONSULT,,BE1,Luca,Napoleone,luca-napoleone,https://img.a.transfermarkt.technology/portrait/header/441128-1532354400.jpg?lm=1,2018,https://www.transfermarkt.co.uk/luca-napoleone/profil/spieler/441128
13257,626907,Billal Chibani,29228,Royal Excel Mouscron,Belgium,,,1998-10-15,Midfield,Central Midfield,Left,0,,250000.0,,,BE1,Billal,Chibani,billal-chibani,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2018,https://www.transfermarkt.co.uk/billal-chibani/profil/spieler/626907
13258,46553,Nikola Gulan,29228,Royal Excel Mouscron,Serbia,Jugoslawien (SFR),Belgrad  ,1989-03-23,Midfield,Defensive Midfield,Left,185,50000.0,2000000.0,LIAN Sports Group,2023-06-30,BE1,Nikola,Gulan,nikola-gulan,https://img.a.transfermarkt.technology/portrait/header/46553-1487776452.jpg?lm=1,2018,https://www.transfermarkt.co.uk/nikola-gulan/profil/spieler/46553
13259,267056,Mico Kuzmanovic,29228,Royal Excel Mouscron,Bosnia-Herzegovina,Bosnia-Herzegovina,Doboj  ,1996-03-18,Attack,Left Winger,Right,178,350000.0,700000.0,K3 Sportmanagement GmbH,2023-06-30,BE1,Mico,Kuzmanovic,mico-kuzmanovic,https://img.a.transfermarkt.technology/portrait/header/267056-1598824335.jpg?lm=1,2018,https://www.transfermarkt.co.uk/mico-kuzmanovic/profil/spieler/267056
13261,672683,Maxime Maes,29228,Royal Excel Mouscron,Belgium,,,2001-06-22,Midfield,Defensive Midfield,,0,,,,2023-06-30,BE1,Maxime,Maes,maxime-maes,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2018,https://www.transfermarkt.co.uk/maxime-maes/profil/spieler/672683
13263,13501,Olivier Werner,29228,Royal Excel Mouscron,Belgium,Belgium,Malmedy  ,1985-04-16,Goalkeeper,,Right,193,,800000.0,,,BE1,Olivier,Werner,olivier-werner,https://img.a.transfermarkt.technology/portrait/header/13501-1597760249.jpg?lm=1,2018,https://www.transfermarkt.co.uk/olivier-werner/profil/spieler/13501
13265,282031,Christophe Diedhiou,29228,Royal Excel Mouscron,Senegal,Senegal,Mbao  ,1988-01-08,Defender,Centre-Back,Right,191,300000.0,400000.0,S-C&M,2023-06-30,BE1,Christophe,Diedhiou,christophe-diedhiou,https://img.a.transfermarkt.technology/portrait/header/282031-1669737122.jpg?lm=1,2018,https://www.transfermarkt.co.uk/christophe-diedhiou/profil/spieler/282031
13266,371078,Rijad Sadiku,29228,Royal Excel Mouscron,Bosnia-Herzegovina,Bosnia-Herzegovina,Sarajevo  ,2000-01-18,Defender,Centre-Back,Right,187,200000.0,300000.0,Rabona Sports,2025-06-30,BE1,Rijad,Sadiku,rijad-sadiku,https://img.a.transfermarkt.technology/portrait/header/371078-1574783390.jpg?lm=1,2018,https://www.transfermarkt.co.uk/rijad-sadiku/profil/spieler/371078
13268,29894,Georgios Galitsios,29228,Royal Excel Mouscron,Greece,Greece,Larisa  ,1986-07-06,Defender,Right-Back,Right,183,250000.0,2500000.0,,,BE1,Georgios,Galitsios,georgios-galitsios,https://img.a.transfermarkt.technology/portrait/header/29894-1487773515.jpg?lm=1,2018,https://www.transfermarkt.co.uk/georgios-galitsios/profil/spieler/29894
13288,226070,Ivan Fiolic,1184,Krc Genk,Croatia,Croatia,Zagreb  ,1996-04-29,Attack,Attacking Midfield,Left,176,950000.0,1500000.0,CAA Base Ltd,2024-06-30,BE1,Ivan,Fiolic,ivan-fiolic,https://img.a.transfermarkt.technology/portrait/header/226070-1663607240.jpg?lm=1,2018,https://www.transfermarkt.co.uk/ivan-fiolic/profil/spieler/226070
13289,481795,Kristal Abazaj,58,Rsc Anderlecht,Albania,Albania,Elbasan  ,1996-07-06,Attack,Right Winger,Left,183,225000.0,950000.0,,2023-06-30,BE1,Kristal,Abazaj,kristal-abazaj,https://img.a.transfermarkt.technology/portrait/header/481795-1665481324.png?lm=1,2018,https://www.transfermarkt.co.uk/kristal-abazaj/profil/spieler/481795
